,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20140321,4.2998,20140509,3.7435,7.1774,0.9172966475223719,1
1,20140718,3.8969,20150109,5.6633,15.7903,1.7881800363745521,1
2,20150717,7.9637,20150731,8.0249,9.5315,0.187740657204451,0
3,20150731,8.1034,20150814,8.2514,9.5315,0.15513731003223685,0
4,20151211,7.7979,20160115,5.3861,6.2919,0.16817363212714212,0
5,20160729,4.9981,20161216,5.644,5.6538,0.0017363571934798463,0
6,20161230,5.3937,20170113,5.4072,5.5058,0.018234945997928735,0
7,20170818,4.5227,20171020,4.2922,4.302,0.0022832114067376555,0
8,20180105,4.0833,20180214,3.2956,4.0965,0.24302099769389487,0
9,20180518,3.5998,20180713,3.3445,3.4929,0.04437135595754226,0
10,20190215,2.8392,20190510,3.0476,3.0476,0.0,0
