,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20131220,9.9087,20140404,9.9348,22.6957,1.2844647099086042,1
1,20140411,10.683,20140530,9.8276,13.7993,0.40413732752655784,0
2,20140801,10.7884,20141121,10.3993,27.9538,1.6880463108093815,1
3,20141121,11.1733,20141205,11.2612,27.9538,1.4823109437715338,1
4,20150130,11.2129,20150821,19.5697,49.8028,1.5448933810942425,1
5,20150902,15.4039,20150918,16.9191,49.8028,1.9435844696230886,1
6,20160708,37.0464,20160812,32.5162,37.7306,0.16036314206457106,0
7,20170609,27.4228,20170721,18.8535,24.13,0.2798684594372397,0
8,20180420,19.949,20180504,20.4147,21.225,0.03969198665667394,0
9,20190301,14.5753,20190517,16.16,28.58,0.7685643564356435,1
