,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20140509,3.7174,20140704,3.4422,5.4717,0.5895938643890535,1
1,20140704,3.5556,20150717,5.6659,17.6199,2.1098148573042237,1
2,20150717,6.2704,20150731,7.1203,17.6199,1.474600789292586,1
3,20161028,7.766,20161216,7.6832,10.8194,0.40818929612661387,0
4,20161230,7.7376,20170609,8.3187,9.8225,0.1807734381574044,0
5,20170616,8.4796,20170630,8.5928,9.8225,0.1431081835955683,0
6,20170922,8.835,20171117,8.5056,11.062000000000001,0.3005549285176827,0
7,20180420,8.3545,20180504,8.4832,11.062000000000001,0.30398906073179943,0
8,20190125,7.0376,20190510,7.5543,8.58,0.13577697470314928,0
9,20190628,7.4322,20190823,7.18,9.79,0.3635097493036211,0
