,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20131122,18.2152,20140124,15.466,15.8913,0.02749903013060908,0
1,20141121,12.972000000000001,20141226,12.3108,22.0217,0.7888114501088473,1
2,20141231,12.8437,20150717,15.4027,17.926,0.16382192732443007,0
3,20150717,15.7021,20150731,15.8986,17.926,0.1275206621966713,0
4,20151127,14.7918,20160122,12.5195,15.6679,0.25147969168097756,0
5,20160129,13.8661,20160219,13.6135,15.6679,0.15090902413045867,0
6,20160624,13.7962,20160812,12.467,17.1512,0.3757279217133231,0
7,20160812,13.1847,20161125,14.2333,35.1653,1.4706357626130273,1
8,20170203,13.8508,20171208,18.6313,18.8371,0.01104592808875387,0
9,20190215,7.7702,20190517,8.6939,22.36,1.5719182415256676,1
