,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20140829,6.973,20141128,7.8415,23.1713,1.9549575973984568,1
1,20150710,10.5526,20150724,12.252,17.2442,0.40746000652954606,0
2,20150731,11.0508,20150814,11.9337,17.2442,0.44500029328707774,0
3,20151106,12.8523,20160122,12.6895,25.9845,1.0477166160999252,1
4,20160205,13.0187,20160226,14.3105,25.9845,0.8157646483351386,1
5,20160311,13.1241,20160520,12.7194,25.9845,1.0429029671210905,1
6,20160812,13.0478,20160923,12.5151,14.702,0.1747409129771236,0
7,20170120,12.7125,20170310,12.4853,13.8969,0.11306095968859378,0
8,20170324,12.75,20170428,11.7199,13.8969,0.1857524381607351,0
9,20170825,12.3223,20180420,10.6861,12.401,0.16047950140837164,0
10,20180810,11.2301,20181026,6.2853,7.3428,0.16824972555009307,0
11,20190412,6.5962,20190510,5.0282,6.85,0.3623165347440435,0
12,20190816,4.9356,20191101,4.38,4.55,0.03881278538812784,0
