,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130524,6.335,20130802,6.3193,8.3728,0.32495687813523644,0
1,20130823,6.6607,20131101,6.7458,7.3609,0.09118266180438198,0
2,20131115,6.7898,20140103,6.4681,7.5548,0.16800915261050392,0
3,20140411,6.7098,20140509,6.5083,11.4818,0.7641780495674753,1
4,20140620,6.5849,20150717,10.5349,16.1462,0.532639132787212,1
5,20150717,14.0203,20150731,13.9535,16.1462,0.15714336904719248,0
6,20150807,14.298,20150902,11.8206,16.0266,0.35581950154814457,0
7,20151211,14.0854,20160122,10.5449,17.432000000000002,0.6531214141433301,1
8,20160812,12.6612,20161209,13.9535,16.1064,0.15429103809080164,0
9,20161223,13.7293,20170126,13.5648,16.1064,0.18736730360934187,0
10,20170217,14.3748,20170505,12.3688,14.0766,0.13807321648017584,0
11,20171215,12.6471,20171229,12.639000000000001,12.639000000000001,0.0,0
12,20181214,6.7102,20190517,11.1814,12.2,0.09109771584953577,0
13,20190606,9.6604,20190621,10.03,12.2,0.21635094715852443,0
14,20190830,10.4713,20191025,9.08,9.88,0.08810572687224677,0
