,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130510,4.2032,20130621,4.0199,4.4728,0.11266449414164545,0
1,20130906,4.0788,20130930,3.7864,3.9965,0.05548806253961551,0
2,20140829,2.9776,20150217,3.6332,14.8777,3.0949300891775846,1
3,20150902,6.7439,20150918,7.6838,8.8075,0.1462427444753897,0
4,20151211,7.7206,20160122,6.7137,8.8075,0.3118697588513039,0
5,20160311,7.3377,20160429,6.8097,7.3808,0.08386566221713136,0
6,20160923,6.7998,20161021,6.5607,7.5737,0.15440425564345267,0
7,20170331,6.8086,20170421,6.8694,7.3576,0.07106879785716365,0
8,20170602,6.8225,20170811,6.4903,8.8778,0.3678566476125911,0
9,20171110,6.7046,20180223,7.5817,7.7961,0.028278618251843305,0
10,20190222,4.0629,20190510,4.4384,4.8,0.08147080028839225,0
11,20190614,4.2321,20190628,4.28,5.06,0.18224299065420546,0
12,20190712,4.2691,20190816,3.77,5.06,0.3421750663129972,0
