,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130628,3.4532,20130719,3.3898,6.4784,0.9111452003068026,1
1,20130719,3.5549,20140117,4.6074,16.105999999999998,2.495680861223249,1
2,20140207,4.5055,20140314,4.4673,18.7783,3.2035009961274152,1
3,20140516,4.645,20150116,12.7115,134.8205,9.606183377256816,1
4,20150807,25.2633,20150821,25.4527,29.5186,0.15974336710840104,0
5,20160729,18.105999999999998,20160812,19.5719,21.8086,0.1142811888472759,0
6,20161021,18.8911,20161216,18.2232,18.3219,0.005416172790728352,0
7,20170825,14.5469,20171103,12.874,24.1041,0.8723085288177721,1
8,20180323,12.0602,20180629,17.209,21.7429,0.26346097971991395,0
9,20190222,14.7609,20190510,14.3629,22.5,0.5665360059597992,1
10,20190614,14.2639,20190802,13.66,31.07,1.274524158125915,1
11,20190816,14.6718,20191101,18.67,31.07,0.6641671130155328,1
