,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20140430,1.8786,20141031,2.1359,6.1416,1.8754155157076646,1
1,20150710,4.1135,20150902,3.8925,14.3303,2.6815157353885675,1
2,20151030,4.4395,20151231,4.4093,4.6564,0.056040641371646216,0
3,20160527,3.7978,20160812,3.8369,5.2495,0.368161797284266,0
4,20161202,3.8243,20161230,3.6555,7.3709,1.0163862672684996,1
5,20170120,3.8195,20170505,4.238,8.5529,1.018145351580934,1
6,20170512,4.1012,20170526,4.0843,8.5529,1.0940920108708958,1
7,20170609,4.1357,20171110,6.6309,9.4178,0.4202898550724638,0
8,20171117,5.8047,20171201,6.3907,9.4178,0.47367268061401724,0
9,20180214,6.7853,20180504,7.64,8.1205,0.06289267015706808,0
10,20190215,4.2805,20190510,3.9804,4.21,0.05768264496030551,0
