,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130524,3.2751,20130621,3.0372,3.7497,0.23459107072303434,0
1,20130927,3.0795,20140110,3.1607,3.9558,0.2515581991331035,0
2,20140509,3.2288,20140613,3.1902,5.0362,0.5786471067644662,1
3,20140613,3.2232,20150213,4.1621,10.08,1.4218543523701979,1
4,20150717,5.9659,20150731,6.03,6.85,0.13598673300165826,0
5,20150807,6.0916,20150821,6.18,6.85,0.10841423948220064,0
6,20160318,4.8087,20160527,4.54,7.13,0.5704845814977973,1
7,20160729,4.7007,20161118,5.94,7.5,0.26262626262626254,0
8,20170331,6.44,20170505,6.18,7.21,0.1666666666666667,0
9,20170908,5.7073,20171229,6.35,7.08,0.11496062992125991,0
10,20180323,6.2153,20180525,5.59,5.82,0.041144901610017964,0
11,20190329,3.7197,20190614,3.58,3.97,0.10893854748603356,0
12,20190614,3.6627,20190628,3.72,3.97,0.06720430107526881,0
13,20190712,3.6257,20190809,3.25,3.59,0.10461538461538457,0
