,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20140110,4.6379,20140411,5.4816,7.0827,0.2920862521891418,0
1,20140620,5.2973,20141121,6.0356,14.1123,1.338176817549208,1
2,20150116,6.0593,20150710,7.7687,9.2235,0.187264278450706,0
3,20150710,7.9238,20150724,8.1349,9.2235,0.13381848578347608,0
4,20150807,8.2129,20150821,8.501,9.2235,0.08499000117633222,0
5,20151120,7.9476,20160122,5.4826,8.3739,0.5273592820924381,1
6,20160513,6.5666,20160812,6.7784,7.2838,0.07456036822849048,0
7,20170310,6.4982,20170428,5.9261,17.2397,1.9091139197786064,1
8,20170512,6.3364,20180209,12.3283,17.2397,0.3983842054460062,0
9,20190125,10.1623,20190517,15.4594,19.05,0.23225998421672253,0
10,20190823,14.7142,20191101,15.0,21.6,0.4400000000000001,0
