,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20131115,10.543,20131213,10.2161,11.2517,0.101369407112303,0
1,20140214,10.1577,20140328,8.9416,12.0283,0.3452066744206854,0
2,20140829,8.7269,20141231,9.6784,13.6271,0.4079909902463218,0
3,20150123,9.6784,20150217,9.5291,16.6476,0.7470275262091909,1
4,20150217,9.861,20150807,7.9251,17.0165,1.1471653354531806,1
5,20151030,9.1381,20160129,9.1712,17.9236,0.9543353105373341,1
6,20160205,9.7676,20160226,10.9057,17.9236,0.6435075235885822,1
7,20170421,12.6097,20170505,12.6103,14.8832,0.18024154857537092,0
8,20170623,12.4538,20171222,10.1381,13.4078,0.32251605330387356,0
9,20180119,12.4947,20180214,7.3369,11.1449,0.5190202946748627,1
10,20190201,3.5572,20190222,3.6286,6.2005,0.7087857575924599,1
