,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20140117,9.6448,20140207,9.7732,11.3114,0.1573895960381453,0
1,20140228,10.0672,20140404,9.4094,12.5917,0.33820434884264666,0
2,20140711,9.4086,20150213,11.4643,67.9345,4.92574339471228,1
3,20151211,25.3965,20160122,19.2781,20.764,0.07707709784677956,0
4,20160902,16.7167,20161111,16.3497,19.5775,0.19742258267735813,0
5,20161202,16.2431,20170203,15.8912,19.5775,0.2319711538461539,0
6,20170512,16.3536,20170721,15.8834,16.1774,0.018509890829419312,0
7,20181130,7.8032,20190111,7.0077,10.3635,0.4788732394366198,0
8,20190215,7.2097,20190510,7.9158,9.43,0.19128830945703526,0
9,20190614,7.7526,20190802,7.4,8.19,0.10675675675675664,0
