,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130930,7.0423,20131115,6.1774,9.0942,0.47217275876582404,0
1,20131206,6.7715,20140103,6.3836,9.0942,0.4246193370511937,0
2,20140228,6.6118,20140620,7.297000000000001,10.6361,0.4575990132931341,0
3,20150807,12.2012,20150902,10.1647,16.676,0.6405796531132251,1
4,20160115,12.3214,20160129,12.7181,16.3813,0.2880304447991445,0
5,20160527,13.4966,20160608,13.4252,15.4778,0.15289157703423412,0
6,20160701,13.4796,20160914,12.9833,14.9278,0.1497693190483159,0
7,20161209,13.4108,20170126,12.944,13.8672,0.07132262051915941,0
8,20170922,11.3488,20171013,12.4726,13.5726,0.08819331975690711,0
9,20190215,7.0443,20190524,8.3156,8.98,0.07989802299292902,0
10,20190614,7.6683,20190628,7.9807,11.66,0.46102472214216805,0
