,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130510,3.7623,20130621,3.575,5.3172,0.4873286713286712,0
1,20130927,3.6554,20140103,4.1765,4.3995,0.05339399018316769,0
2,20140117,3.9491,20140130,4.0136,4.4663,0.11279150886984256,0
3,20140207,3.9976,20140221,4.0393,4.5916,0.13673161191295516,0
4,20140404,4.1508,20140509,3.8421,7.3036,0.900939590328206,1
5,20140711,3.9364,20150703,20.3177,22.932,0.12867106020858662,0
6,20150703,15.3126,20150717,18.0801,22.932,0.26835581661605834,0
7,20160722,10.1343,20170324,11.455,12.2884,0.07275425578350059,0
8,20181123,7.1331,20190510,8.1336,8.99,0.10529162978263017,0
9,20190606,8.0867,20190906,7.95,8.25,0.03773584905660375,0
