,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130918,4.479,20131108,4.3384,5.476,0.2622164853402176,0
1,20140516,4.0157,20140530,4.0122,7.2221,0.8000348935745976,1
2,20140530,3.991,20150717,6.184,11.8179,0.9110446313065976,1
3,20151127,8.29,20160122,8.1803,9.8564,0.20489468601396033,0
4,20160318,8.0661,20160527,7.435,9.8564,0.3256758574310694,0
5,20160729,8.0967,20160914,8.1551,9.4063,0.15342546382018626,0
6,20161028,8.288,20161230,8.2541,9.3253,0.1297779285446022,0
7,20170331,8.3084,20170505,7.561,7.9402,0.05015209628356038,0
8,20170908,7.4189,20171027,6.5999,6.7386,0.021015469931362604,0
9,20190201,4.1276,20190510,4.819,4.89,0.014733347167462073,0
10,20190524,4.5444,20190606,4.56,5.08,0.11403508771929835,0
11,20190606,4.5935,20190621,4.65,5.08,0.09247311827956982,0
12,20190712,4.6638,20190809,4.31,5.08,0.1786542923433876,0
