,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130628,4.0262,20130712,4.0343,4.5855,0.1366284113724809,0
1,20131011,4.1368,20131108,3.4716,4.5855,0.320860698237124,0
2,20131227,3.8258,20140411,4.0343,5.7854,0.4340529955630469,0
3,20140516,3.8294,20141219,4.9859,22.6449,3.5417878417136324,1
4,20141219,4.7775,20141231,4.9132,23.3094,3.744240006513067,1
5,20150918,10.8469,20151016,11.3953,23.3094,1.0455275420568129,1
6,20161223,11.0928,20170203,10.4044,15.0453,0.44605167044711835,0
7,20170317,10.642999999999999,20170428,15.0453,15.0453,0.0,0
8,20180511,5.1733,20180706,4.8862,5.6395,0.15416888379517832,0
9,20180803,4.9533,20180817,4.8565,6.145,0.265314526922681,0
10,20190606,4.6307,20190809,4.66,5.25,0.12660944206008581,0
