,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130712,8.2022,20130726,8.5213,13.5333,0.5881731660662106,1
1,20131108,9.4574,20131122,9.9867,13.5333,0.3551323259935714,0
2,20140829,10.4989,20141128,11.0699,30.1477,1.723394068600439,1
3,20150109,10.9254,20150710,16.3253,19.7797,0.2115979491954206,0
4,20150807,14.68,20150821,15.5304,19.7797,0.27361175500952956,0
5,20151204,15.5442,20160122,12.4924,14.0635,0.12576446479459508,0
6,20160701,12.944,20160812,11.819,14.1004,0.19302817497250185,0
7,20160812,12.075,20161111,12.7105,14.2825,0.12367727469415059,0
8,20170217,12.5673,20170512,12.767999999999999,13.4916,0.05667293233082716,0
9,20170602,12.6679,20170616,12.7032,13.5987,0.07049404874362353,0
10,20170818,12.7055,20171103,11.866,18.9234,0.5947581324793529,1
11,20180112,12.0013,20180615,15.6493,18.976,0.21257819838587022,0
12,20180817,15.2249,20181228,14.98,19.4977,0.3015821094793056,0
13,20190201,15.9846,20190426,16.3678,16.4564,0.005413067119588434,0
