,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130614,2.6996,20130726,2.5042,2.7765,0.10873732130021563,0
1,20140214,2.4738,20140418,2.376,3.7911,0.5955808080808083,1
2,20140627,2.3492,20150123,3.1592,5.3225,0.6847619650544442,1
3,20151030,3.4971,20160129,3.1622,7.0105,1.2169691986591615,1
4,20160401,3.4841,20160701,3.0711,8.2325,1.6806356028784477,1
5,20160701,3.3280000000000003,20161028,4.336,8.2325,0.8986392988929888,1
6,20170630,6.9926,20180323,11.2743,12.7619,0.1319461075188704,0
7,20180706,10.7003,20180921,9.8187,12.1401,0.23642641082831745,0
8,20190308,9.4882,20190606,8.89,9.83,0.10573678290213717,0
9,20190621,9.1699,20190802,8.56,9.58,0.11915887850467284,0
