,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130816,3.7593,20131122,4.1777,7.6657,0.8349091605428826,1
1,20140711,5.9871,20140725,6.0529,8.3069,0.37238348560194295,0
2,20141024,6.4668,20141107,6.4804,14.7193,1.2713567063761497,1
3,20141114,6.3797,20141128,6.4609,14.7193,1.2782120138061264,1
4,20150116,6.4697,20150902,8.647,13.0676,0.5112293280906673,1
5,20150902,7.7949,20150918,9.0356,13.0676,0.4462348930895568,0
6,20151009,8.0566,20151030,9.3756,13.0676,0.39378813089295617,0
7,20160205,9.5088,20160311,8.9287,12.0361,0.34802378845744625,0
8,20160311,9.4974,20160527,9.3465,12.0361,0.287765473706735,0
9,20160608,10.0256,20160930,10.4364,10.7681,0.03178299030316964,0
10,20161021,10.47,20161104,10.4364,10.6803,0.023370127630217317,0
11,20161111,10.4507,20161216,9.783,9.9488,0.01694776653378318,0
12,20170922,8.111,20171110,7.0731,8.2716,0.16944479789625472,0
13,20180323,7.0937,20180601,6.7391,6.8275,0.013117478595064628,0
14,20190201,5.445,20190524,8.5536,9.38,0.09661429105873567,0
15,20190830,8.0338,20191101,8.29,9.85,0.1881785283474066,0
