,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20140718,16.8789,20140926,17.5607,33.0088,0.8796972785822889,1
1,20150710,26.5473,20150724,28.1235,42.4689,0.5100858712464664,1
2,20151204,27.5141,20160205,27.6381,31.7871,0.15011885766387695,0
3,20160226,27.4027,20160311,27.296,31.7871,0.164533264947245,0
4,20160311,27.2916,20160325,27.7426,31.7871,0.14578662418086263,0
5,20160701,28.6743,20160923,28.9061,34.2853,0.18609220891092196,0
6,20170414,29.9724,20170512,29.4612,34.5533,0.1728408890337121,0
7,20170512,30.0633,20170811,30.8108,34.5416,0.12108741090786354,0
8,20170922,30.9015,20171222,30.993000000000002,42.2175,0.36216242377311,0
9,20180302,31.5809,20180706,33.9437,35.1781,0.03636610033673409,0
10,20180706,33.7772,20180720,34.8309,35.1491,0.009135566407988235,0
11,20190301,28.598000000000003,20190517,28.5618,30.8553,0.08029956095204077,0
12,20190628,28.2612,20190802,27.6104,30.25,0.09560165734650718,0
