,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130517,5.3142,20130705,4.4754,9.1288,1.0397729811860394,1
1,20130726,5.3667,20131213,6.5289,9.1288,0.3982140942578382,0
2,20140425,7.3092,20140509,7.3631,9.4004,0.2766905243715282,0
3,20140516,7.3716,20140530,7.5475,10.5451,0.3971646240476978,0
4,20140808,7.5585,20141107,8.2751,17.0549,1.0609901995142053,1
5,20151127,10.4092,20160108,8.9558,8.9947,0.004343553898032553,0
6,20160401,8.4162,20160527,6.931,12.4047,0.7897417400086567,1
7,20160701,7.6449,20170317,11.2779,11.5522,0.02432190390054872,0
8,20171110,8.0994,20171215,7.4238,7.7195,0.03983135321533447,0
9,20181109,4.8056,20190104,4.0794,7.6813,0.8829484728146298,1
10,20190215,4.3166,20190531,5.3928,6.64,0.23127132472926853,0
11,20190614,5.027,20191011,5.52,5.97,0.08152173913043483,0
