,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20131115,6.051,20131227,5.1886,5.2083,0.0037967852599931143,0
1,20140718,3.9068,20150130,5.35,11.14,1.082242990654206,1
2,20150217,4.9827,20150306,5.05,11.14,1.2059405940594061,1
3,20160108,5.2273,20160219,3.62,4.93,0.36187845303867394,0
4,20160226,4.7187,20160325,4.23,4.45,0.05200945626477535,0
5,20160914,3.5460000000000003,20170106,4.07,6.54,0.6068796068796067,1
6,20170609,4.4667,20171013,5.57,5.81,0.043087971274685694,0
7,20171103,5.026,20171117,5.1,5.81,0.1392156862745098,0
8,20180112,5.1813,20180223,4.55,4.92,0.08131868131868135,0
9,20190222,3.55,20190930,6.11,14.65,1.3977086743044187,1
