,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130830,4.5359,20131025,4.4574,5.9232,0.3288464127069592,0
1,20140411,4.138,20141219,5.9432,15.3366,1.5805290079418495,1
2,20150206,5.7095,20150703,10.7296,11.647,0.08550178944229055,0
3,20151211,9.1441,20160122,6.1626,7.9874,0.29610878525297757,0
4,20160805,6.9197,20160819,6.95,7.6,0.09352517985611503,0
5,20160902,6.9762,20160930,6.84,7.46,0.09064327485380119,0
6,20161028,7.0047,20161223,6.78,7.46,0.10029498525073742,0
7,20170203,6.9915,20170414,6.82,12.7,0.8621700879765394,1
8,20170908,5.7577,20171201,7.29,9.88,0.3552812071330591,0
9,20190419,3.9153,20190517,3.36,5.16,0.5357142857142858,1
