,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20131108,3.8913,20131122,3.9757,6.6228,0.6658198556229092,1
1,20140430,4.1816,20141107,7.6737,16.3785,1.1343680362797606,1
2,20150109,7.2686,20150703,10.9405,11.0201,0.007275718660024608,0
3,20160805,5.1237,20161223,5.3506,5.6695,0.059600792434493365,0
4,20161230,5.371,20170113,5.4901,5.6695,0.032677000418935946,0
5,20170210,5.4177,20170414,5.3805,5.4304,0.009274231019421998,0
6,20181109,2.6877,20181228,2.37,4.1,0.7299578059071727,1
7,20190125,2.52,20190531,3.02,3.21,0.0629139072847682,0
8,20190606,2.8473,20190621,2.9,3.21,0.10689655172413795,0
9,20190906,3.0180000000000002,20191011,2.71,3.26,0.20295202952029515,0
