,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130517,3.0774,20130621,2.9412,3.2592,0.10811913504691965,0
1,20130830,2.9452,20131115,2.7823,3.5374,0.2713941702907665,0
2,20131115,2.8876,20140103,2.8121,4.04,0.4366487678247573,0
3,20140207,2.8647,20140509,2.9114,5.87,1.0162121316205261,1
4,20140509,2.9412,20140530,3.0307,5.87,0.936846273138219,1
5,20150717,6.791,20150731,6.87,7.94,0.15574963609898113,0
6,20150807,6.9427,20150821,7.1,7.94,0.11830985915492968,0
7,20151106,7.0857,20151218,6.09,7.94,0.303776683087028,0
8,20151225,6.752999999999999,20160122,5.23,5.86,0.12045889101338429,0
9,20170825,5.2743,20171110,4.95,5.24,0.05858585858585859,0
10,20181228,3.5669999999999997,20190510,5.36,5.86,0.09328358208955223,0
11,20191011,5.088,20191122,4.49,5.78,0.2873051224944321,0
