,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20131115,10.1655,20131129,10.4628,13.0282,0.24519249149367286,0
1,20140321,11.0207,20140627,11.2327,16.0728,0.4308937299135561,0
2,20140829,11.397,20141128,13.7742,35.1225,1.5498758548590845,1
3,20150116,12.6474,20150710,18.7704,23.0696,0.2290414695477988,0
4,20150710,19.1574,20150731,21.3998,22.7625,0.06367816521649737,0
5,20150807,19.8426,20150821,21.3518,21.7932,0.020672730167948277,0
6,20160617,12.5037,20160923,12.4807,20.2836,0.6251973046383615,1
7,20170908,12.6143,20180316,15.5248,16.1802,0.04221632484798506,0
8,20180404,14.5237,20180420,14.7715,15.2117,0.029800629590766056,0
9,20190222,8.4198,20190510,8.4642,9.8,0.15781763190850887,0
