,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130906,5.2649,20131108,6.104,7.3158,0.19852555701179558,0
1,20131220,5.6673,20140103,5.7169,7.3158,0.27967954660742717,0
2,20140124,5.7464,20140328,5.8571,7.0705,0.20716736951733794,0
3,20140411,6.2087,20140509,5.9357,7.6054,0.2812979092609129,0
4,20140801,5.8728,20150130,7.087999999999999,13.6263,0.9224463882618513,1
5,20150807,8.9631,20150902,7.2097,8.6659,0.20197789089698612,0
6,20151218,8.1896,20160205,6.4521,8.9362,0.3850064320143829,0
7,20160304,7.2804,20160520,7.5496,10.7111,0.41876390802161706,0
8,20160527,7.5461,20160608,7.7468,10.7111,0.382648319306036,0
9,20160708,7.4911,20161014,7.6112,10.7111,0.4072813748160605,0
10,20161014,7.7411,20170126,8.4555,10.4646,0.23760865708710308,0
11,20170512,8.9402,20170616,8.3972,12.2066,0.4536512170723575,0
12,20171103,9.1886,20171201,8.5237,20.2408,1.374649506669639,1
13,20171222,9.2544,20180706,14.187000000000001,14.323,0.009586240924790245,0
14,20180706,12.3533,20180720,13.604000000000001,14.0315,0.031424581005586476,0
15,20190118,11.4238,20190524,12.74,14.15,0.11067503924646782,0
