,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130510,3.6832,20130802,3.4417,7.526,1.1867100560769386,1
1,20130802,3.7555,20131227,5.101,7.526,0.47539698098412075,0
2,20140509,5.8047,20140704,5.7183,10.6562,0.8635258730741654,1
3,20140801,5.9463,20150206,8.5528,34.2399,3.0033556262276684,1
4,20160408,7.9466,20160520,6.2823,11.78,0.8751094344427994,1
5,20160701,7.2936,20161223,10.6,11.11,0.048113207547169794,0
6,20170317,10.4773,20170505,10.09,10.6,0.05054509415262634,0
7,20171124,9.4703,20171229,9.13,9.25,0.013143483023001008,0
8,20190301,5.224,20190510,4.73,6.15,0.3002114164904862,0
9,20190517,5.188,20190531,5.25,6.15,0.17142857142857149,0
10,20190930,5.1657,20200103,5.21,6.55,0.2571976967370441,0
