,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130906,3.8930000000000002,20131108,3.3209,3.7006,0.11433647505194379,0
1,20140328,3.3438,20140430,3.0205,4.1872,0.38626055288859446,0
2,20140829,2.975,20150717,3.9565,6.3989,0.6173132819411096,1
3,20151127,4.9217,20160122,3.6523,4.523,0.23839772198340767,0
4,20160401,4.2125,20160520,3.7692,4.2859,0.13708479252891853,0
5,20160812,3.8597,20160923,3.6813,4.3482,0.1811588297612258,0
6,20161104,3.8342,20161230,3.5301,4.3482,0.23174980878728654,0
7,20170407,3.6442,20170505,3.3879,3.7448,0.10534549425898049,0
8,20170901,3.3236,20171103,3.1665,3.7448,0.1826306647718301,0
9,20171110,3.2607,20180214,2.8637,3.0564,0.06729056814610464,0
10,20190111,2.2023,20190517,2.309,2.65,0.1476829796448678,0
11,20190930,2.3961,20191115,2.25,2.4,0.06666666666666662,0
