,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20160115,24.3839,20160129,26.1157,54.4775,1.0860057360132027,1
1,20160205,24.3222,20160226,24.8644,54.4775,1.1909838966554591,1
2,20160318,24.0688,20160520,21.8991,54.4775,1.4876593101999627,1
3,20160624,26.3323,20160812,22.2481,27.7897,0.2490819440761233,0
4,20160819,24.3119,20160914,23.1044,27.7897,0.20278821350045886,0
5,20161028,24.6513,20161216,23.8026,24.4244,0.026123196625578583,0
6,20170915,19.9473,20171208,20.6357,28.1341,0.3633702757841992,0
7,20180209,20.5437,20180223,20.9594,28.4927,0.3594234567783429,0
8,20180323,21.165,20180629,24.4657,28.4927,0.16459778383614618,0
9,20190222,23.9463,20190517,24.6753,29.9,0.21173805384331695,0
10,20190517,24.2013,20190531,24.5561,29.9,0.21762006181763383,0
11,20190816,24.9355,20191108,25.65,30.61,0.1933723196881092,0
