,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130607,5.6812,20130705,4.5527,8.8235,0.9380806993652118,1
1,20130918,5.4434,20131227,6.7227,9.6392,0.43382867002841136,0
2,20140606,7.2673,20141128,9.136000000000001,25.2959,1.7688156742556915,1
3,20150710,12.2733,20150724,13.369000000000002,18.2444,0.3646794823846209,0
4,20150807,12.9425,20150821,13.9085,18.2444,0.31174461660135877,0
5,20151030,13.4642,20160122,10.6715,19.5363,0.8306985897015415,1
6,20160520,13.651,20160812,14.8539,19.4225,0.30756905593817113,0
7,20161216,16.1291,20161230,16.4873,28.6976,0.740588210319458,1
8,20170303,16.2529,20170428,13.1661,28.6976,1.1796583650435588,1
9,20170929,13.7216,20180214,10.3185,22.4587,1.1765469787275282,1
10,20180302,12.8487,20180824,10.4708,15.6071,0.4905355846735684,0
11,20190222,11.0155,20190510,11.2046,15.4,0.37443549970547824,0
12,20190830,12.1892,20191011,11.63,17.34,0.49097162510748055,0
