,signal_date,ma30_price,buy_date,buy_price,highest_price,increase_rate,satisfied?
0,20130510,3.428,20130621,3.2031,4.2626,0.33077331335268956,0
1,20130823,3.3464,20131122,3.6121,4.6026,0.274217214362836,0
2,20140117,3.556,20140130,3.5579,5.0215,0.41136625537536176,0
3,20140130,3.6013,20140214,3.6614,5.1496,0.4064565466761349,0
4,20140314,3.6885,20140704,3.9719,14.6408,2.686094816082983,1
5,20150807,23.7324,20150821,25.625,39.1127,0.5263492682926828,1
6,20150821,24.9046,20160226,27.3744,39.1127,0.42880574551405676,0
7,20160624,30.1408,20160812,27.6849,66.6769,1.4084211971146727,1
8,20160914,30.022,20161202,29.0102,29.9313,0.03175090140709127,0
9,20170901,19.4128,20171020,17.16,17.16,0.0,0
10,20181109,7.5427,20190111,6.75,11.88,0.7600000000000001,1
11,20190201,6.8260000000000005,20190531,8.56,8.87,0.03621495327102789,0
12,20190614,7.992000000000001,20190628,8.42,10.25,0.2173396674584323,0
