,trade_date,buy_price,highest_price,increase_rate
0,20140328,6.6577,35.0,4.257070760172432
1,20140411,6.7939,35.0,4.151680183694197
2,20140627,5.98,35.0,4.852842809364548
3,20181228,3.42,13.78,3.0292397660818713
4,20190621,6.56,10.47,0.5960365853658538
