,trade_date,buy_price,highest_price,increase_rate
0,20131115,3.7054,6.2798,0.6947697954336913
1,20140124,3.6177,8.0552,1.2266080658982224
2,20140509,4.5343,8.271,0.824096332399709
3,20141231,6.1518,15.9239,1.5884944243961119
