,trade_date,buy_price,highest_price,increase_rate
0,20190510,9.6525,14.93,0.5467495467495468
1,20190606,9.6525,17.64,0.8275058275058276
2,20190802,9.17,22.58,1.4623773173391492
3,20191122,11.56,22.58,0.9532871972318336
